,position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,service_options,thumbnail,description,unclaimed_listing,user_review
4,5,Ankarsmedjan Social,ChIJ22q4mKSNT0YRMWRSuomhzbE,0x464f8da498b86adb:0xb1cda189ba526431,12812074127847482417,https://serpapi.com/search.json?data_id=0x464f8da498b86adb%3A0xb1cda189ba526431&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8da498b86adb%3A0xb1cda189ba526431&engine=google_maps_photos&hl=sv,"{'latitude': 57.691301599999996, 'longitude': 11.9114664}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8da498b86adb%3A0xb1cda189ba526431%218m2%213d57.691301599999996%214d11.9114664&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,19.0,,Restaurang,"Klippan 30, 414 51 Göteborg, Sverige",,,,+46 31 20 20 20,http://ankarsmedjansocial.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNmnpbI1_gW2NmiHIPbNfzC1h5hHxBS3Z2UAXhx=w130-h92-k-no,,,
5,6,Pivo - Passion för vilt,ChIJsc9yZ3HzT0YRZVtOgBMZ8sA,0x464ff3716772cfb1:0xc0f21913804e5b65,13903202571193834341,https://serpapi.com/search.json?data_id=0x464ff3716772cfb1%3A0xc0f21913804e5b65&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3716772cfb1%3A0xc0f21913804e5b65&engine=google_maps_photos&hl=sv,"{'latitude': 57.696922699999995, 'longitude': 11.9766912}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3716772cfb1%3A0xc0f21913804e5b65%218m2%213d57.696922699999995%214d11.9766912&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,585.0,$$,"Kötträtter, restaurang","9B, Arkivgatan 9, 411 34 Göteborg, Sverige",Öppet ⋅ Stänger 23,Öppet ⋅ Stänger 23,"{'torsdag': '17–23', 'fredag': '17–00', 'lördag': '17–00', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–23', 'onsdag': '17–23'}",+46 31 18 22 39,http://pivo.nu/,"{'servering': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipM1RYtIAu2amwEwtrn6FrQvKyXYjMykZIXw2gmS=w92-h92-k-no,,,
6,7,Hedlunds Havsbar,ChIJ9eCEiGXzT0YRomlBUrHjetI,0x464ff3658884e0f5:0xd27ae3b1524169a2,15166685045852301730,https://serpapi.com/search.json?data_id=0x464ff3658884e0f5%3A0xd27ae3b1524169a2&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3658884e0f5%3A0xd27ae3b1524169a2&engine=google_maps_photos&hl=sv,"{'latitude': 57.7033067, 'longitude': 11.9677145}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3658884e0f5%3A0xd27ae3b1524169a2%218m2%213d57.7033067%214d11.9677145&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,251.0,,Fisk- och skaldjursrestaurang,"Kungstorget 13, 411 17 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 10,Stängt ⋅ Öppnar fre kl. 10,"{'torsdag': '10–21', 'fredag': '10–21', 'lördag': '10–17', 'söndag': 'Stängt', 'måndag': '11:30–14:30', 'tisdag': '10–21', 'onsdag': '10–21'}",+46 31 13 13 02,http://www.hedlundshavsbar.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPlr1lZrXzYc-r_2MioYEyHVTO4VlyJQjiMbXCk=w80-h106-k-no,,,
7,8,Kizuna Asian Eatery - Sushi Göteborg,ChIJt-Lhrl3zT0YRN6g0zLJGoA8,0x464ff35daee1e2b7:0xfa046b2cc34a837,1125977640586750007,https://serpapi.com/search.json?data_id=0x464ff35daee1e2b7%3A0xfa046b2cc34a837&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff35daee1e2b7%3A0xfa046b2cc34a837&engine=google_maps_photos&hl=sv,"{'latitude': 57.693366399999995, 'longitude': 11.976953799999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff35daee1e2b7%3A0xfa046b2cc34a837%218m2%213d57.693366399999995%214d11.976953799999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.7,74.0,,Asiatisk restaurang,"Gibraltargatan 8, 411 32 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '12–22', 'måndag': 'Stängt', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 23 33 33,https://kizunaeatery.se/,"{'servering': True, 'hämtning_utanför': True}",https://lh5.googleusercontent.com/p/AF1QipN1qKIqPWJ5BwwdXsECoPpZDjOc5Qizy6f6Ra1D=w123-h92-k-no,,,
8,9,Restaurang Faro,ChIJyTxyVrSMT0YRZdxd_CD7C38,0x464f8cb456723cc9:0x7f0bfb20fc5ddc65,9154686786652200037,https://serpapi.com/search.json?data_id=0x464f8cb456723cc9%3A0x7f0bfb20fc5ddc65&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464f8cb456723cc9%3A0x7f0bfb20fc5ddc65&engine=google_maps_photos&hl=sv,"{'latitude': 57.700036, 'longitude': 11.913679}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464f8cb456723cc9%3A0x7f0bfb20fc5ddc65%218m2%213d57.700036%214d11.913679&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,681.0,$$,Italiensk restaurang,"Eriksbergstorget 13, 417 64 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '15–01', 'fredag': '15–01', 'lördag': '13–01', 'söndag': '13–01', 'måndag': '15–01', 'tisdag': '15–01', 'onsdag': '15–01'}",+46 31 50 82 70,http://www.restaurangfaro.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipN4SWXN7vOSc0pq4wRmoHDFO-67kaQSz6dXkwx8=w163-h92-k-no,,,
9,10,Tien Tsin,ChIJz-A42XDzT0YRrMXgzZYP-QQ,0x464ff370d938e0cf:0x4f90f96cde0c5ac,358334785726236076,https://serpapi.com/search.json?data_id=0x464ff370d938e0cf%3A0x4f90f96cde0c5ac&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff370d938e0cf%3A0x4f90f96cde0c5ac&engine=google_maps_photos&hl=sv,"{'latitude': 57.6994184, 'longitude': 11.9787006}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff370d938e0cf%3A0x4f90f96cde0c5ac%218m2%213d57.6994184%214d11.9787006&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.4,585.0,$$,Kinesisk restaurang,"Engelbrektsgatan 34B, 411 37 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–14', 'fredag': '11–14', 'lördag': '13–23', 'söndag': '13–22', 'måndag': 'Stängt', 'tisdag': '11–14', 'onsdag': '11–14'}",+46 31 18 18 83,http://www.tientsin.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOe-fyQ7YqEvf7-s8dJ7OLYYbEmTGHWvpDri_-n=w80-h106-k-no,,,
10,11,Top Sushi,ChIJqbmHPnzzT0YReIIxU0opLf0,0x464ff37c3e87b9a9:0xfd2d294a53318278,18243283064747819640,https://serpapi.com/search.json?data_id=0x464ff37c3e87b9a9%3A0xfd2d294a53318278&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37c3e87b9a9%3A0xfd2d294a53318278&engine=google_maps_photos&hl=sv,"{'latitude': 57.7090177, 'longitude': 11.9830949}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37c3e87b9a9%3A0xfd2d294a53318278%218m2%213d57.7090177%214d11.9830949&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,91.0,,Sushirestaurang,"Färgaregatan 4, 411 02 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–15', 'fredag': '11–15', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '11–15', 'tisdag': '11–15', 'onsdag': '11–15'}",+46 31 15 12 15,http://www.topsushigbg.com/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNW8PR7D_hHIiFSzqzbZmB1W51G-XYZq_0BFBRq=w163-h92-k-no,,,
11,12,Göteborg Wok,ChIJabX4F6T0T0YRoUqQkKlrsbE,0x464ff4a417f8b569:0xb1b16ba990904aa1,12804133591610051233,https://serpapi.com/search.json?data_id=0x464ff4a417f8b569%3A0xb1b16ba990904aa1&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a417f8b569%3A0xb1b16ba990904aa1&engine=google_maps_photos&hl=sv,"{'latitude': 57.722456199999996, 'longitude': 11.952971699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a417f8b569%3A0xb1b16ba990904aa1%218m2%213d57.722456199999996%214d11.952971699999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.2,1231.0,$$,Bufférestaurang,"Backavägen 2, 417 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '11–22', 'söndag': '11–21', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 51 50 80,https://m.facebook.com/pages/G%C3%B6teborg-Wok/453591701329977,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipOozmA1B4N34TdC3QmBpSLhRcStMvFdcC_Ir9Ik=w80-h106-k-no,,,
12,13,Yokohama,ChIJuU0YJELzT0YR-ZNSMIEmccc,0x464ff34224184db9:0xc7712681305293f9,14371310222219318265,https://serpapi.com/search.json?data_id=0x464ff34224184db9%3A0xc7712681305293f9&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff34224184db9%3A0xc7712681305293f9&engine=google_maps_photos&hl=sv,"{'latitude': 57.699436399999996, 'longitude': 11.9505415}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff34224184db9%3A0xc7712681305293f9%218m2%213d57.699436399999996%214d11.9505415&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,169.0,$$,Japansk restaurang,"Andra Långgatan 7, 413 03 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '14–23', 'söndag': '15–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 12 91 40,https://restaurangyokohama.wixsite.com/site,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipN9g7BreytW5naHpcwFsPZAF17ucbCoISEZzz8o=w122-h92-k-no,,True,
13,14,Sushi Tiden - Göteborg,ChIJrwXe8KX0T0YRl9mesIjjgEk,0x464ff4a5f0de05af:0x4980e388b09ed997,5296483338005961111,https://serpapi.com/search.json?data_id=0x464ff4a5f0de05af%3A0x4980e388b09ed997&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff4a5f0de05af%3A0x4980e388b09ed997&engine=google_maps_photos&hl=sv,"{'latitude': 57.723296299999994, 'longitude': 11.947339699999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff4a5f0de05af%3A0x4980e388b09ed997%218m2%213d57.723296299999994%214d11.947339699999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.3,214.0,$$,Sushirestaurang,"Jöns Rundbäcks Plats 7, 417 24 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '12–20', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 72 152 46 17,http://www.sushitiden.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM-Z0ucRFOPM2yITKNaHOthF2BrIzekZO5fho5i=w171-h92-k-no,,True,
14,15,Restaurang Lyktan,ChIJMyq2xxPzT0YR3zWHHAjfFhs,0x464ff313c7b62a33:0x1b16df081c8735df,1951992714443044319,https://serpapi.com/search.json?data_id=0x464ff313c7b62a33%3A0x1b16df081c8735df&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff313c7b62a33%3A0x1b16df081c8735df&engine=google_maps_photos&hl=sv,"{'latitude': 57.6878507, 'longitude': 11.960254599999999}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff313c7b62a33%3A0x1b16df081c8735df%218m2%213d57.6878507%214d11.960254599999999&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,77.0,$$,Lunchrestaurang,"Medicinaregatan 20A, 413 90 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–17', 'fredag': '11–17', 'lördag': '11–17', 'söndag': '11–17', 'måndag': '11–17', 'tisdag': '11–17', 'onsdag': '11–17'}",+46 31 786 59 59,,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipNiOgWlEvCr3_YnPBBVzHD9i4GwDKnJ4vhOSqPU=w80-h169-k-no,,True,
15,16,Gansu Köket,ChIJU4AqB37zT0YRvbRfJQi6zKA,0x464ff37e072a8053:0xa0ccba08255fb4bd,11586840485466977469,https://serpapi.com/search.json?data_id=0x464ff37e072a8053%3A0xa0ccba08255fb4bd&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff37e072a8053%3A0xa0ccba08255fb4bd&engine=google_maps_photos&hl=sv,"{'latitude': 57.7086396, 'longitude': 11.9651319}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff37e072a8053%3A0xa0ccba08255fb4bd%218m2%213d57.7086396%214d11.9651319&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.3,408.0,$,"Kinesiska nudlar, restaurang","Torggatan 9, 411 05 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–20', 'fredag': '11–20', 'lördag': '11–20', 'söndag': '11–20', 'måndag': '11–20', 'tisdag': '11–20', 'onsdag': '11–20'}",+46 70 734 50 29,,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipMncqv2iyfBEzHM8MKSdQSW4oepsW9NL98joEqP=w122-h92-k-no,,,
16,17,KFC | Göteborg,ChIJLcFeGWXzT0YRIUeg5Iw82EI,0x464ff365195ec12d:0x42d83c8ce4a04721,4816666377301542689,https://serpapi.com/search.json?data_id=0x464ff365195ec12d%3A0x42d83c8ce4a04721&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365195ec12d%3A0x42d83c8ce4a04721&engine=google_maps_photos&hl=sv,"{'latitude': 57.705206, 'longitude': 11.9713432}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365195ec12d%3A0x42d83c8ce4a04721%218m2%213d57.705206%214d11.9713432&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,3.1,2670.0,$$,Snabbmat,"Östra Larmgatan 16, 411 07 Göteborg, Sverige",Öppet ⋅ Stänger 01,Öppet ⋅ Stänger 01,"{'torsdag': '10–01', 'fredag': '10–04', 'lördag': '10–04', 'söndag': '10–01', 'måndag': '10–01', 'tisdag': '10–01', 'onsdag': '10–01'}",+46 31 303 04 23,https://kfc.nu/hitta-oss/kfc-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipOz2Thdm41Od68DSYOiO7GinBVv6VA7lZzMWxIT=w163-h92-k-no,Restaurangkedja med friterad kyckling. Välkänd restaurang som erbjuder hinkar med friterad kyckling samt kycklingvingar och tillbehör.,,
17,18,Ramen-Ya,ChIJr-kvEhXzT0YRWFyAjCTzZ-0,0x464ff315122fe9af:0xed67f3248c805c58,17106909047891713112,https://serpapi.com/search.json?data_id=0x464ff315122fe9af%3A0xed67f3248c805c58&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff315122fe9af%3A0xed67f3248c805c58&engine=google_maps_photos&hl=sv,"{'latitude': 57.6908623, 'longitude': 11.9525001}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff315122fe9af%3A0xed67f3248c805c58%218m2%213d57.6908623%214d11.9525001&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.5,1527.0,$$,Äkta japansk restaurang,"Linnéplatsen 4, 413 10 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 17 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 17 på fre,"{'torsdag': '17–22', 'fredag': '17–23', 'lördag': '13–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–22', 'onsdag': '17–22'}",+46 31 13 30 13,https://ramenya.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': False}",https://lh5.googleusercontent.com/p/AF1QipMiA3Y0HIrj3Yjvsq--47bruZUMfLZqd48mVct6=w80-h106-k-no,,,
18,19,The Elephant,ChIJ6-ojPBXzT0YRmyoLE5Fijus,0x464ff3153c23eaeb:0xeb8e6291130b2a9b,16973612420835256987,https://serpapi.com/search.json?data_id=0x464ff3153c23eaeb%3A0xeb8e6291130b2a9b&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3153c23eaeb%3A0xeb8e6291130b2a9b&engine=google_maps_photos&hl=sv,"{'latitude': 57.6918352, 'longitude': 11.9528544}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3153c23eaeb%3A0xeb8e6291130b2a9b%218m2%213d57.6918352%214d11.9528544&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.1,865.0,$$,Indisk restaurang,"Linnégatan 68, 413 08 Göteborg, Sverige",Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,Stänger snart ⋅ 22 ⋅ Öppnar kl. 11 på fre,"{'torsdag': '11–22', 'fredag': '11–23', 'lördag': '12–23', 'söndag': '13–22', 'måndag': '11–22', 'tisdag': '11–22', 'onsdag': '11–22'}",+46 31 13 00 66,http://www.theelephant.se/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNvMAXbrW_Nr-dj81E3Yt9UkopI6TnyQ_HTTxnT=w122-h92-k-no,,,
19,20,Today Sushi Göteborg,ChIJd77NO2bzT0YRczHU3AnId5M,0x464ff3663bcdbe77:0x9377c809dcd43173,10626181790489129331,https://serpapi.com/search.json?data_id=0x464ff3663bcdbe77%3A0x9377c809dcd43173&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3663bcdbe77%3A0x9377c809dcd43173&engine=google_maps_photos&hl=sv,"{'latitude': 57.7046679, 'longitude': 11.9620666}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3663bcdbe77%3A0x9377c809dcd43173%218m2%213d57.7046679%214d11.9620666&engine=google_maps&google_domain=google.se&hl=sv&start=100&type=place,4.0,76.0,,Sushirestaurang,"Magasinsgatan 8, 411 18 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–19', 'fredag': '11–19', 'lördag': '11–17', 'söndag': 'Stängt', 'måndag': '11–19', 'tisdag': '11–19', 'onsdag': '11–19'}",+46 31 701 72 02,https://www.foodora.se/restaurant/tbdw/today-sushi?utm_source=google&utm_medium=organic&utm_campaign=google_reserve_place_order_action,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipNxuk_wl2mwoTEALXYqtqwQ-z70fmpQs0O-lOos=w137-h92-k-no,,,
0,1,"Gaffelkonst | Restaurang, Butik & Catering",ChIJwcX2YY7zT0YRQWJu621hCR4,0x464ff38e61f6c5c1:0x1e09616deb6e6241,2164368220657443393,https://serpapi.com/search.json?data_id=0x464ff38e61f6c5c1%3A0x1e09616deb6e6241&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff38e61f6c5c1%3A0x1e09616deb6e6241&engine=google_maps_photos&hl=sv,"{'latitude': 57.705126199999995, 'longitude': 11.9789178}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff38e61f6c5c1%3A0x1e09616deb6e6241%218m2%213d57.705126199999995%214d11.9789178&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.3,82.0,,Lunchrestaurang,"Parkgatan 49, 411 39 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 07:30,Stängt ⋅ Öppnar fre kl. 07:30,"{'torsdag': '07:30–15', 'fredag': '07:30–15', 'lördag': 'Stängt', 'söndag': 'Stängt', 'måndag': '07:30–15', 'tisdag': '07:30–15', 'onsdag': '07:30–15'}",+46 31 22 62 69,http://www.gaffelkonst.se/,"{'servering': True, 'avhämtning': True}",https://lh5.googleusercontent.com/p/AF1QipPfB2EfQan-TEgSRdJ-LCLO-ajRK9Kz1oBicxI3=w121-h92-k-no,,,
1,2,Avalon,ChIJuQatm2XzT0YRbsC5KvT1P_w,0x464ff3659bad06b9:0xfc3ff5f42ab9c06e,18176517050128253038,https://serpapi.com/search.json?data_id=0x464ff3659bad06b9%3A0xfc3ff5f42ab9c06e&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff3659bad06b9%3A0xfc3ff5f42ab9c06e&engine=google_maps_photos&hl=sv,"{'latitude': 57.7039276, 'longitude': 11.968135}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff3659bad06b9%3A0xfc3ff5f42ab9c06e%218m2%213d57.7039276%214d11.968135&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.3,1628.0,,Hotell,"Kungstorget 9, 411 17 Göteborg, Sverige",,,,+46 31 751 02 00,http://avalonhotel.se/,,https://lh3.googleusercontent.com/gps-proxy/AGL7lfAiQDbvHgLWbL7745dtqYvk3KKujw4l5IajRhxwIQqkTv260-9AhHkkoRZudboAedbGQmsQTUZWpyQll1P1psQ0S92tdP9rY17laJ7j0cex8k3W_A32esj1MYr5VrMjncYe0Zs__gm_HHBvDmig79rjq3kt7HI9ydll8o8SnyQ8MLenBuMKSgOYSg=w122-h92-k-no,Trendigt hotell med pool på taket. Moderna rum på trendigt hotell med elegant restaurang och pool på taket.,,
2,3,Taj Mahal - Indisk Restaurang Göteborg,ChIJrbc_3kPzT0YR600rAIE0sWo,0x464ff343de3fb7ad:0x6ab13481002b4deb,7687983767556410859,https://serpapi.com/search.json?data_id=0x464ff343de3fb7ad%3A0x6ab13481002b4deb&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff343de3fb7ad%3A0x6ab13481002b4deb&engine=google_maps_photos&hl=sv,"{'latitude': 57.6995959, 'longitude': 11.9471178}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff343de3fb7ad%3A0x6ab13481002b4deb%218m2%213d57.6995959%214d11.9471178&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.2,758.0,$$,Modern indisk restaurang,"Första Långgatan 24, 413 28 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '13–22', 'söndag': 'Stängt', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 24 60 20,https://www.tajmahalgbg.se/,"{'servering': True, 'hämtning_utanför': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipNDMWNSNIaRTBsnx5PHMPaLv8LQCuCgcgwOZ_lQ=w163-h92-k-no,,,
3,4,Tugg Burgers,ChIJt2e12WXzT0YR1mzQqaFk6bc,0x464ff365d9b567b7:0xb7e964a1a9d06cd6,13252234024015916246,https://serpapi.com/search.json?data_id=0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6&engine=google_maps_photos&hl=sv,"{'latitude': 57.7053108, 'longitude': 11.9656667}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff365d9b567b7%3A0xb7e964a1a9d06cd6%218m2%213d57.7053108%214d11.9656667&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.3,2667.0,$$,Hamburgerrestaurang,"Drottninggatan 21, 411 14 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 11,Stängt ⋅ Öppnar fre kl. 11,"{'torsdag': '11–21', 'fredag': '11–22', 'lördag': '12–22', 'söndag': '12–20', 'måndag': '11–21', 'tisdag': '11–21', 'onsdag': '11–21'}",+46 31 19 97 99,https://tuggburgers.se/vara-restauranger/tugg-goteborg/,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipM3dyHUFtrf_l9XbhH0bOQF2x6AqAtiTz0qPOdD=w163-h92-k-no,,,
4,5,Chateau Beirut - Libanesisk restaurang Göteborg,ChIJ29lg_kjzT0YRD6Ti4PtOlGA,0x464ff348fe60d9db:0x60944efbe0e2a40f,6959274167910966287,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_reviews&hl=sv,https://serpapi.com/search.json?data_id=0x464ff348fe60d9db%3A0x60944efbe0e2a40f&engine=google_maps_photos&hl=sv,"{'latitude': 57.6983605, 'longitude': 11.9310602}",https://serpapi.com/search.json?data=%214m5%213m4%211s0x464ff348fe60d9db%3A0x60944efbe0e2a40f%218m2%213d57.6983605%214d11.9310602&engine=google_maps&google_domain=google.se&hl=sv&start=120&type=place,4.2,561.0,$$,Libanesisk restaurang,"Karl Johansgatan 7, 414 59 Göteborg, Sverige",Stängt ⋅ Öppnar fre kl. 17,Stängt ⋅ Öppnar fre kl. 17,"{'torsdag': '17–21', 'fredag': '17–22:30', 'lördag': '17–23', 'söndag': 'Stängt', 'måndag': 'Stängt', 'tisdag': '17–21', 'onsdag': '17–21'}",+46 31 24 40 50,https://www.chateaubeirut.se/index.php,"{'servering': True, 'avhämtning': True, 'hemkörning': True}",https://lh5.googleusercontent.com/p/AF1QipPV_BSfucwDUZFf59o8m83JJpKCqMLZhKdFrn0t=w163-h92-k-no,,,
